Channel A QCM Time [sec],Channel A Fundamental Boffs [mS],Channel A Fundamental Dissipation [ ],Channel A Fundamental Fi [rad],Channel A Flow [ul/min],Channel A Fundamental Frequency [Hz],Channel A Fundamental FWHM [Hz],Channel A Fundamental Gmax [mS],Channel A Fundamental Goffs [mS],Channel A Fundamental Q [ ],Channel A Fundamental Residual [ ],Channel A Fundamental Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A Fundamental Dissipation Variation [ ],Channel A Fundamental Frequency Variation [Hz],Channel A Fundamental FWHM Variation[Hz],Channel A 3. Boffs [mS],Channel A 3. Dissipation  [ ],Channel A 3. Fi [rad],Channel A Flow [ul/min],Channel A 3. Overtone [Hz],Channel A 3. FWHM [Hz],Channel A 3. Gmax [mS],Channel A 3. Goffs [mS],Channel A 3. Q  [ ],Channel A 3. Residual  [ ],Channel A 3. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 3. Dissipation Variation [ ],Channel A 3. Overtone Variation [Hz],Channel A 3. FWHM Variation [Hz],Channel A 5. Boffs [mS],Channel A 5. Dissipation  [ ],Channel A 5. Fi [rad],Channel A Flow [ul/min],Channel A 5. Overtone [Hz],Channel A 5. FWHM [Hz],Channel A 5. Gmax [mS],Channel A 5. Goffs [mS],Channel A 5. Q  [ ],Channel A 5. Residual  [ ],Channel A 5. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 5. Dissipation Variation [ ],Channel A 5. Overtone Variation [Hz],Channel A 5. FWHM Variation [Hz],Channel A 7. Boffs [mS],Channel A 7. Dissipation  [ ],Channel A 7. Fi [rad],Channel A Flow [ul/min],Channel A 7. Overtone [Hz],Channel A 7. FWHM [Hz],Channel A 7. Gmax [mS],Channel A 7. Goffs [mS],Channel A 7. Q  [ ],Channel A 7. Residual  [ ],Channel A 7. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 7. Dissipation Variation [ ],Channel A 7. Overtone Variation [Hz],Channel A 7. FWHM Variation [Hz],Channel A 9. Boffs [mS],Channel A 9. Dissipation  [ ],Channel A 9. Fi [rad],Channel A Flow [ul/min],Channel A 9. Overtone [Hz],Channel A 9. FWHM [Hz],Channel A 9. Gmax [mS],Channel A 9. Goffs [mS],Channel A 9. Q  [ ],Channel A 9. Residual  [ ],Channel A 9. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 9. Dissipation Variation [ ],Channel A 9. Overtone Variation [Hz],Channel A 9. FWHM Variation [Hz],Channel A 11. Boffs [mS],Channel A 11. Dissipation  [ ],Channel A 11. Fi [rad],Channel A Flow [ul/min],Channel A 11. Overtone [Hz],Channel A 11. FWHM [Hz],Channel A 11. Gmax [mS],Channel A 11. Goffs [mS],Channel A 11. Q  [ ],Channel A 11. Residual  [ ],Channel A 11. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 11. Dissipation Variation [ ],Channel A 11. Overtone Variation [Hz],Channel A 11. FWHM Variation [Hz],Channel A 13. Boffs [mS],Channel A 13. Dissipation  [ ],Channel A 13. Fi [rad],Channel A Flow [ul/min],Channel A 13. Overtone [Hz],Channel A 13. FWHM [Hz],Channel A 13. Gmax [mS],Channel A 13. Goffs [mS],Channel A 13. Q  [ ],Channel A 13. Residual  [ ],Channel A 13. Sauerbrey Mass [ng/cm2],Channel A Temp [Celsius],Channel A 13. Dissipation Variation [ ],Channel A 13. Overtone Variation [Hz],Channel A 13. FWHM Variation [Hz]
6348.699697,0.344127479,0.000316061,-0.002307314,0,4955144.923,1566.126113,1.423893752,-0.052921048,3163.950134,0.005736315,1838.817217,24.9888649,8.01E-06,-103.8879783,39.63487048,0.445158763,0.000169701,-0.007479271,0,14849995.28,2520.054499,0.98180377,0.02938844,5892.727831,0.015977905,1740.230864,24.9888649,6.50E-06,-294.9543838,96.51715175,0.648253401,0.000134845,-0.01768892,0,24747256.88,3337.049883,0.707149844,0.057147217,7415.908586,0.003946192,1649.346788,24.9888649,7.04E-06,-465.9171716,174.2591902,0.860466468,0.000113837,-0.02774606,0,34643126.83,3943.68359,0.562439791,0.099247827,8784.459006,0.006181106,1605.3326,24.9888649,6.46E-06,-634.8772994,223.6807827,1.060136429,0.000103155,-0.031623599,0,44539726.18,4594.495087,0.453769211,0.119031711,9694.150355,0.023454138,1596.388494,24.9888649,6.01E-06,-811.7229629,267.4530245,1.313969664,9.35E-05,-0.018129261,0,54436104.75,5088.763853,0.390693696,0.12729475,10697.31399,0.016711171,1554.044449,24.9888649,6.29E-06,-965.7903354,342.4799565,1.594000712,8.78E-05,-0.009879498,0,64333040.81,5646.060497,0.335686508,0.257138332,11394.32368,0.01905643,1522.847667,24.9888649,5.90E-06,-1118.475688,379.5414991
6353.743404,0.343954447,0.000316025,-0.002443451,0,4955145.063,1565.951703,1.424123049,-0.052964031,3164.302612,0.005576972,1836.349917,24.99063301,7.97E-06,-103.7485829,39.46046057,0.445054923,0.000169877,-0.007306914,0,14849995.52,2522.674611,0.981817193,0.029087755,5886.607593,0.016749333,1738.84611,24.99063301,6.68E-06,-294.7196796,99.13726359,0.648257513,0.00013482,-0.017852996,0,24747257.26,3336.42026,0.707218983,0.057201249,7417.308173,0.0044548,1647.997586,24.99063301,7.02E-06,-465.5360413,173.6295672,0.859955389,0.000113874,-0.028616118,0,34643127.86,3944.935828,0.562759055,0.098903792,8781.670823,0.006213875,1602.72135,24.99063301,6.49E-06,-633.8446018,224.9330212,1.060814364,0.000102778,-0.027984897,0,44539718.88,4577.692154,0.453863936,0.119605353,9729.732228,0.019632378,1610.759365,24.99063301,5.63E-06,-819.0301857,250.6500906,1.314035434,9.30E-05,-0.017787223,0,54436105.87,5062.184365,0.389334727,0.128631442,10753.48149,0.016814335,1552.239984,24.99063301,5.80E-06,-964.6689163,315.9004691,1.594282122,8.78E-05,-0.011823582,0,64333044.89,5650.202756,0.335594652,0.257129581,11385.97103,0.020107294,1517.281104,24.99063301,5.97E-06,-1114.387251,383.6837583
6358.797099,0.343978948,0.000316039,-0.002429321,0,4955145,1566.020546,1.424004341,-0.05290032,3164.163467,0.006041045,1837.457724,25.02237129,7.98E-06,-103.8111709,39.52930391,0.444021621,0.00016967,-0.00632612,0,14849994.4,2519.596663,0.981102064,0.029751659,5893.798248,0.01764512,1745.460922,25.02237129,6.47E-06,-295.8408342,96.05931544,0.648014606,0.000134853,-0.017838822,0,24747257.19,3337.242867,0.707003206,0.057207881,7415.479836,0.00404383,1648.244648,25.02237129,7.05E-06,-465.6058329,174.4521746,0.860275544,0.00011371,-0.027557872,0,34643124.79,3939.270023,0.562326864,0.099368711,8794.300616,0.00624121,1610.475206,25.02237129,6.33E-06,-636.9110983,219.2672163,1.060508396,0.000103373,-0.030450413,0,44539721.61,4604.221427,0.453647637,0.118413212,9673.670635,0.019037271,1605.381085,25.02237129,6.22E-06,-816.2954669,277.1793637,1.313556837,9.31E-05,-0.017846307,0,54436109.74,5066.163922,0.389211345,0.128577872,10745.03521,0.016333367,1546.02143,25.02237129,5.88E-06,-960.8042783,319.8800258,1.593446919,8.80E-05,-0.014911101,0,64333048.66,5660.075039,0.336585503,0.256283957,11366.11232,0.019931093,1512.15788,25.02237129,6.12E-06,-1110.624432,393.5560412
6363.833384,0.344135413,0.000316164,-0.002432951,0,4955144.966,1566.637974,1.423912926,-0.053106385,3162.916415,0.005904064,1838.053743,25.00567055,8.11E-06,-103.8448442,40.14673244,0.44452868,0.000169707,-0.006927608,0,14849995.19,2520.145354,0.981285953,0.029581364,5892.515353,0.014240808,1740.775911,25.00567055,6.51E-06,-295.0467646,96.60800677,0.648247467,0.000134874,-0.017499282,0,24747256.52,3337.770497,0.707214077,0.057068029,7414.307408,0.004056626,1650.619239,25.00567055,7.07E-06,-466.2766211,174.979804,0.860255407,0.000113854,-0.028241027,0,34643126.9,3944.254461,0.561914727,0.099328706,8783.187607,0.005836335,1605.146252,25.00567055,6.48E-06,-634.8036024,224.2516542,1.061987126,0.00010325,-0.029647888,0,44539719.86,4598.737166,0.454885617,0.118443074,9685.206666,0.021938809,1608.829453,25.00567055,6.10E-06,-818.0488744,271.6951034,1.314310293,9.32E-05,-0.020270585,0,54436111.24,5070.967643,0.389775552,0.12814904,10734.85675,0.016315306,1543.600329,25.00567055,5.97E-06,-959.2996393,324.6837471,1.593934248,8.75E-05,-0.012206113,0,64333037.56,5628.786924,0.335622136,0.257290151,11429.2899,0.021849565,1527.267712,25.00567055,5.63E-06,-1121.722048,362.2679265
6368.875976,0.344143113,0.000316069,-0.002462284,0,4955145.059,1566.167443,1.423957075,-0.052958701,3163.866725,0.005675603,1836.415137,25.00147247,8.01E-06,-103.7522676,39.67620102,0.443763608,0.000169839,-0.006664611,0,14849994.15,2522.107092,0.981215095,0.029246554,5887.931639,0.016606117,1746.938862,25.00147247,6.64E-06,-296.0913325,98.569745,0.648289819,0.000134784,-0.017659276,0,24747257.08,3335.526855,0.706927651,0.057356459,7419.294809,0.00406935,1648.644338,25.00147247,6.98E-06,-465.7187395,172.7361619,0.860282108,0.000113675,-0.027204206,0,34643125.35,3938.054068,0.562184177,0.099501245,8797.016178,0.005866831,1609.073361,25.00147247,6.30E-06,-636.3566963,218.0512612,1.061593894,0.000103371,-0.028285859,0,44539715.03,4604.126191,0.454239212,0.118415849,9673.869303,0.023834795,1618.326662,25.00147247,6.22E-06,-822.8779636,277.0841285,1.313457212,9.31E-05,-0.018193969,0,54436109.19,5066.012138,0.389625974,0.128338428,10745.35704,0.01606203,1546.902164,25.00147247,5.87E-06,-961.3516271,319.7282415,1.593784298,8.80E-05,-0.012880422,0,64333051.45,5660.463575,0.334448542,0.257191127,11365.33264,0.019751558,1508.352312,25.00147247,6.12E-06,-1107.829382,393.9445777
6373.919747,0.34407677,0.000316124,-0.002412714,0,4955145.018,1566.438674,1.423971541,-0.053000666,3163.318871,0.006066699,1837.133562,24.98712349,8.07E-06,-103.7928566,39.94743207,0.445245036,0.000169867,-0.006554738,0,14849993.98,2522.530823,0.981741753,0.029055121,5886.942529,0.015077092,1747.913389,24.98712349,6.67E-06,-296.2565067,98.99347543,0.648147556,0.000134734,-0.017631782,0,24747257.04,3334.291747,0.706966258,0.057406926,7422.043096,0.004357924,1648.774376,24.98712349,6.93E-06,-465.7554734,171.5010546,0.860211604,0.00011388,-0.027405944,0,34643125.44,3945.153307,0.56231672,0.099130729,8781.186114,0.005669298,1608.833486,24.98712349,6.50E-06,-636.2618304,225.1505004,1.061443113,0.000102754,-0.031197624,0,44539722.3,4576.619396,0.453020437,0.119501624,9732.013622,0.02627009,1604.024986,24.98712349,5.61E-06,-815.605925,249.5773328,1.314129666,9.35E-05,-0.02092934,0,54436113.74,5087.294205,0.390453167,0.127429919,10700.40606,0.017469053,1539.577172,24.98712349,6.27E-06,-956.7993726,341.010309,1.59427325,8.75E-05,-0.008597152,0,64333042.67,5626.928846,0.335119683,0.257447143,11433.0649,0.018189502,1520.305332,24.98712349,5.60E-06,-1116.608436,360.4098484
6378.964627,0.344081571,0.00031602,-0.002362052,0,4955144.942,1565.924939,1.423969011,-0.052932296,3164.356617,0.00577557,1838.476511,25.00582886,7.96E-06,-103.8687294,39.43369682,0.444335196,0.000169854,-0.006792381,0,14849995.09,2522.336167,0.981625308,0.02935129,5887.397282,0.018185101,1741.359732,25.00582886,6.66E-06,-295.1457173,98.79881959,0.648187763,0.000134863,-0.017053138,0,24747255.85,3337.488131,0.706972493,0.0572044,7414.934489,0.004063293,1652.986955,25.00582886,7.06E-06,-466.9454676,174.6974387,0.860270392,0.000113738,-0.027849054,0,34643126.06,3940.226577,0.56213154,0.099569445,8792.165981,0.005491109,1607.26397,25.00582886,6.36E-06,-635.641118,220.2237695,1.060094128,0.000103511,-0.030496231,0,44539726.27,4610.348718,0.453898269,0.118451634,9660.815047,0.019632233,1596.224128,25.00582886,6.36E-06,-811.6393869,283.3066552,1.313604293,9.32E-05,-0.020431059,0,54436109.29,5070.94653,0.389598957,0.128614252,10734.90106,0.016732772,1546.735242,25.00582886,5.97E-06,-961.2478905,324.6626334,1.593071573,8.81E-05,-0.009425298,0,64333039.5,5669.773672,0.336637345,0.256192563,11346.668,0.019959709,1524.621787,25.00582886,6.27E-06,-1119.778713,403.2546745
6384.004375,0.344053543,0.000316091,-0.002428074,0,4955144.946,1566.276684,1.423779837,-0.052905172,3163.645986,0.005548645,1838.412529,25.00254631,8.04E-06,-103.8651147,39.78544233,0.444548692,0.000169484,-0.006270106,0,14849993.77,2516.831144,0.98089737,0.030239475,5900.274163,0.012247214,1749.145408,25.00254631,6.29E-06,-296.4653234,93.29379673,0.648191698,0.000134816,-0.017741152,0,24747257.06,3336.324814,0.707051,0.057291741,7417.520308,0.003970517,1648.717375,25.00254631,7.01E-06,-465.7393713,173.5341207,0.860050538,0.000113784,-0.027777033,0,34643126.11,3941.849644,0.562466353,0.099364244,8788.545794,0.005502007,1607.151089,25.00254631,6.41E-06,-635.596476,221.8468367,1.061479155,0.000103353,-0.030229504,0,44539724.09,4603.335375,0.454884378,0.118018412,9675.533165,0.02066888,1600.508078,25.00254631,6.21E-06,-813.8176669,276.2933117,1.314361773,9.32E-05,-0.018159641,0,54436106.43,5073.640394,0.39006434,0.128219712,10729.20077,0.015402843,1551.348683,25.00254631,6.02E-06,-964.1150005,327.3564978,1.594800982,8.77E-05,-0.011962074,0,64333047.03,5639.424374,0.335670168,0.257556617,11407.73291,0.019553528,1514.372093,25.00254631,5.80E-06,-1112.25069,372.9053768
6389.042933,0.344020513,0.000316098,-0.002405739,0,4955144.966,1566.310177,1.423748385,-0.052899188,3163.578349,0.005302092,1838.066598,24.99682617,8.04E-06,-103.8455705,39.81893544,0.444699297,0.000169492,-0.006795373,0,14849994.55,2516.955263,0.981291804,0.030120022,5899.983511,0.015813649,1744.57489,24.99682617,6.29E-06,-295.6906593,93.41791526,0.64839243,0.000134888,-0.017698008,0,24747256.67,3338.119552,0.707074828,0.057187292,7413.532166,0.004083745,1650.08903,24.99682617,7.09E-06,-466.1268447,175.3288588,0.860265105,0.000113907,-0.028589807,0,34643127.94,3946.110375,0.56257273,0.09907019,8779.057008,0.005174443,1602.515049,24.99682617,6.53E-06,-633.7630137,226.1075679,1.061521425,0.000103016,-0.030145233,0,44539723.7,4588.287333,0.45364337,0.119606032,9707.26558,0.023206417,1601.271605,24.99682617,5.87E-06,-814.2059008,261.2452703,1.313687008,9.36E-05,-0.020004791,0,54436108.94,5092.894996,0.389716531,0.127918056,10688.6376,0.016552172,1547.297652,24.99682617,6.37E-06,-961.5974108,346.6110995,1.594186152,8.75E-05,-0.011876063,0,64333044.34,5630.416488,0.335489024,0.257650993,11425.98322,0.019751953,1518.040176,24.99682617,5.66E-06,-1114.944762,363.8974903
6394.082803,0.344199446,0.000316171,-0.00246214,0,4955144.921,1566.672981,1.423773227,-0.053019709,3162.845713,0.005716946,1838.852358,24.99647713,8.12E-06,-103.8899637,40.1817386,0.443987722,0.000169822,-0.007547496,0,14849995.51,2521.856359,0.981869885,0.029040862,5888.517581,0.0145291,1738.901954,24.99647713,6.62E-06,-294.7291447,98.31901209,0.647956614,0.000134921,-0.017600716,0,24747256.64,3338.93408,0.706957321,0.057140511,7411.723635,0.004012923,1650.196763,24.99647713,7.12E-06,-466.1572777,176.1433875,0.860178765,0.00011368,-0.027948254,0,34643125.36,3938.223257,0.562086046,0.099684411,8796.638255,0.006100477,1609.050767,24.99647713,6.30E-06,-636.347761,218.2204498,1.061161162,0.000102949,-0.029879786,0,44539721.33,4585.334082,0.453515945,0.11967834,9713.517167,0.023011535,1605.942832,24.99647713,5.80E-06,-816.5811012,258.2920192,1.313363078,9.32E-05,-0.019193619,0,54436108.37,5071.658562,0.389090827,0.128828858,10733.39376,0.016032717,1548.214628,24.99647713,5.98E-06,-962.1672829,325.3746661,1.594241227,8.79E-05,-0.012666234,0,64333045.8,5656.12091,0.336273373,0.25694257,11374.05774,0.018931997,1516.049366,24.99647713,6.06E-06,-1113.482586,389.6019122
6399.124411,0.343947689,0.000316174,-0.002251093,0,4955144.767,1566.687626,1.42360577,-0.052956124,3162.816049,0.005878039,1841.583102,25.00519562,8.12E-06,-104.044243,40.19638382,0.445295761,0.000169783,-0.007526539,0,14849995.08,2521.274567,0.98156847,0.02923426,5889.876204,0.014167438,1741.460455,25.00519562,6.58E-06,-295.162789,97.73721957,0.648185481,0.000134794,-0.017681556,0,24747256.77,3335.782248,0.706871903,0.057422451,7418.726683,0.004155005,1649.735719,25.00519562,6.99E-06,-466.0270392,172.9915551,0.860170825,0.000113831,-0.027702525,0,34643125.58,3943.44985,0.56170981,0.099610661,8784.97937,0.00584406,1608.487416,25.00519562,6.45E-06,-636.1249666,223.4470428,1.061905181,0.000102842,-0.027043632,0,44539718.29,4580.542013,0.453484216,0.119873893,9723.678587,0.018909944,1611.917319,25.00519562,5.69E-06,-819.6189759,253.49995,1.313352477,9.33E-05,-0.021433723,0,54436111.54,5077.267092,0.389351651,0.12846284,10721.5379,0.017691644,1543.121261,25.00519562,6.08E-06,-959.0019139,330.9831955,1.594269748,8.71E-05,-0.014499965,0,64333044.97,5604.957377,0.335462509,0.258131101,11477.883,0.022775067,1517.174311,25.00519562,5.26E-06,-1114.308816,338.4383791
6404.161447,0.343950226,0.000316076,-0.002369296,0,4955144.892,1566.203228,1.423330885,-0.052643397,3163.79433,0.006144406,1839.36405,24.99167252,8.02E-06,-103.9188729,39.71198581,0.445580818,0.00016988,-0.007179751,0,14849995.33,2522.719861,0.981942903,0.02910457,5886.501928,0.01769877,1739.984448,24.99167252,6.68E-06,-294.9126183,99.18251356,0.648044259,0.000134803,-0.018145298,0,24747257.42,3336.007527,0.706849525,0.057372681,7418.225895,0.004304805,1647.42108,24.99167252,7.00E-06,-465.3731866,173.2168346,0.860413682,0.000113818,-0.027946057,0,34643127.5,3942.994967,0.561934907,0.099425075,8785.993335,0.00648596,1603.630662,24.99167252,6.44E-06,-634.2042166,222.99216,1.062336934,0.000102652,-0.029954205,0,44539721.52,4572.081344,0.453658675,0.119974289,9741.673029,0.024366312,1605.569101,24.99167252,5.50E-06,-816.3910686,245.0392809,1.313757847,9.34E-05,-0.019187616,0,54436110,5082.347133,0.389911493,0.128098298,10710.82092,0.016823941,1545.593214,24.99167252,6.18E-06,-960.5381558,336.0632366,1.594009742,8.79E-05,-0.008320478,0,64333027.55,5652.654268,0.334605765,0.257367908,11381.02995,0.018824501,1540.903148,24.99167252,6.00E-06,-1131.736775,386.1352703
6409.215451,0.343846489,0.000316144,-0.002410086,0,4955144.935,1566.540317,1.423739797,-0.053009838,3163.11357,0.005711603,1838.614031,24.98677635,8.09E-06,-103.8764989,40.04907484,0.443769472,0.000169604,-0.006191275,0,14849993.35,2518.616857,0.981390582,0.029664363,5896.090667,0.016018833,1751.659098,24.98677635,6.41E-06,-296.8913725,95.07951013,0.648102418,0.000134797,-0.017931022,0,24747256.78,3335.853081,0.70683314,0.05737236,7418.569158,0.004279911,1649.693001,24.98677635,7.00E-06,-466.014972,173.0623884,0.860163826,0.00011382,-0.027355967,0,34643125.53,3943.074983,0.562325478,0.099304445,8785.814542,0.006007874,1608.62263,24.98677635,6.44E-06,-636.1784414,223.0721758,1.060405451,0.000102775,-0.029435355,0,44539720.37,4577.549383,0.452586035,0.120485486,9730.036017,0.020870142,1607.826591,24.98677635,5.63E-06,-817.5389445,250.5073202,1.314855622,9.31E-05,-0.020794906,0,54436112.21,5070.582525,0.389830903,0.128343307,10735.67227,0.017257184,1542.037847,24.98677635,5.96E-06,-958.3286054,324.298629,1.594409084,8.74E-05,-0.011150945,0,64333048.77,5625.33907,0.334613324,0.258057201,11436.29708,0.018064483,1512.009,24.98677635,5.58E-06,-1110.515085,358.8200725
6414.266847,0.343776934,0.000316207,-0.002445842,0,4955144.939,1566.850595,1.423632157,-0.053012489,3162.487192,0.00603037,1838.530093,24.99491692,8.15E-06,-103.8717566,40.35935326,0.444417455,0.000169888,-0.007599322,0,14849995.05,2522.834141,0.981967846,0.028823104,5886.23517,0.015183911,1741.620319,24.99491692,6.69E-06,-295.1898845,99.29679336,0.648078246,0.000134803,-0.017105036,0,24747255.5,3336.001406,0.706799403,0.057388312,7418.238931,0.003892803,1654.229178,24.99491692,7.00E-06,-467.2963779,173.2107129,0.860264535,0.000113781,-0.02874202,0,34643127.76,3941.739383,0.56225786,0.099465362,8788.792052,0.005837699,1602.965555,24.99491692,6.40E-06,-633.9411801,221.7365761,1.060773885,0.00010308,-0.029050365,0,44539714.03,4591.142019,0.453457464,0.119317523,9701.227679,0.020629294,1620.284438,24.99491692,5.93E-06,-823.8734431,264.0999562,1.314505196,9.32E-05,-0.020382495,0,54436111.26,5072.229042,0.389775336,0.128647043,10732.18713,0.01556256,1543.574737,24.99491692,5.99E-06,-959.2837347,325.9451461,1.594329733,8.79E-05,-0.006868287,0,64333037.56,5653.191335,0.336009667,0.256632544,11379.9505,0.019050759,1527.26116,24.99491692,6.01E-06,-1121.717236,386.6723375
6419.311262,0.344009416,0.000316202,-0.00238161,0,4955144.861,1566.827695,1.423797583,-0.053083477,3162.533363,0.00616605,1839.925547,25.01052856,8.15E-06,-103.9505959,40.3364534,0.44454823,0.000169778,-0.007288024,0,14849994.34,2521.208635,0.981386254,0.029199159,5890.029938,0.017363499,1745.816902,25.01052856,6.58E-06,-295.9011698,97.67128729,0.64826206,0.000134912,-0.017071291,0,24747255.66,3338.711739,0.707000285,0.057067828,7412.216926,0.003997438,1653.66376,25.01052856,7.11E-06,-467.1366555,175.9210458,0.860155804,0.000113754,-0.028198595,0,34643126.51,3940.785914,0.562021682,0.099574392,8790.918173,0.005760442,1606.144936,25.01052856,6.38E-06,-635.1985624,220.7831069,1.059199841,0.000102987,-0.030349903,0,44539727.1,4587.023267,0.4529129,0.119576038,9709.941394,0.024687667,1594.59447,25.01052856,5.84E-06,-810.8107473,259.981204,1.31378734,9.31E-05,-0.020091534,0,54436108.15,5065.635295,0.389712995,0.128380759,10746.15621,0.017310528,1548.567816,25.01052856,5.87E-06,-962.3867784,319.3513983,1.594043857,8.77E-05,-0.009868007,0,64333040.83,5639.163256,0.335305028,0.257445087,11408.26004,0.020823147,1522.817279,25.01052856,5.79E-06,-1118.453369,372.6442585
6424.364658,0.34398084,0.000316196,-0.002304022,0,4955144.798,1566.796693,1.423420954,-0.052866293,3162.595901,0.005943044,1841.035407,25.00613403,8.14E-06,-104.0132998,40.3054506,0.444681396,0.000169684,-0.007087561,0,14849994.91,2519.799995,0.981721069,0.02961394,5893.322857,0.016025388,1742.454241,25.00613403,6.49E-06,-295.3312273,96.26264796,0.648198421,0.000134885,-0.017563357,0,24747256.13,3338.021664,0.706979931,0.057082888,7413.749405,0.00430199,1652.002922,25.00613403,7.08E-06,-466.667492,175.2309716,0.859895064,0.00011377,-0.027996649,0,34643126.26,3941.345957,0.562095434,0.099384236,8789.668971,0.005193792,1606.773944,25.00613403,6.39E-06,-635.4473225,221.3431494,1.060239986,0.000103363,-0.026766293,0,44539713.22,4603.751114,0.453255857,0.118931299,9674.657059,0.023992174,1621.887656,25.00613403,6.21E-06,-824.6886387,276.7090515,1.313743615,9.33E-05,-0.020372751,0,54436110.9,5077.137605,0.389540509,0.128088624,10721.81121,0.015511887,1544.157817,25.00613403,6.08E-06,-959.6461009,330.8537083,1.594456647,8.79E-05,-0.011630037,0,64333041.77,5656.589104,0.336025534,0.256742209,11373.1156,0.01904888,1521.534491,25.00613403,6.06E-06,-1117.511208,390.0701068
6429.395314,0.344010164,0.000316158,-0.002439633,0,4955144.912,1566.609659,1.423530608,-0.05292261,3162.973548,0.005683519,1839.017981,25.00142479,8.10E-06,-103.899321,40.11841718,0.444232169,0.000169774,-0.007036449,0,14849994.44,2521.140166,0.98126356,0.029420883,5890.18994,0.014522598,1745.192595,25.00142479,6.58E-06,-295.795355,97.60281864,0.648120186,0.0001348,-0.017776987,0,24747256.39,3335.932545,0.706819127,0.057398745,7418.392326,0.004028007,1651.079784,25.00142479,7.00E-06,-466.4067187,173.1418523,0.859977613,0.000113892,-0.028900785,0,34643126.49,3945.566331,0.562504624,0.09905116,8780.267161,0.006275995,1606.182857,25.00142479,6.51E-06,-635.2135591,225.5635241,1.060486947,0.000103036,-0.030894271,0,44539722.89,4589.193097,0.454135389,0.118958695,9705.349492,0.022071414,1602.858707,25.00142479,5.89E-06,-815.012902,262.1510344,1.314295315,9.33E-05,-0.020796146,0,54436112.79,5077.88195,0.38952625,0.128167784,10720.23992,0.015574303,1541.102777,25.00142479,6.09E-06,-957.7474884,331.5980534,1.594127087,8.80E-05,-0.010214602,0,64333037.42,5658.38559,0.335921065,0.256674157,11369.50397,0.018433934,1527.453898,25.00142479,6.09E-06,-1121.858795,391.8665928
6434.439557,0.343869426,0.000316193,-0.002296288,0,4955144.793,1566.780335,1.4233479,-0.052959014,3162.628917,0.005553388,1841.116368,25.00759888,8.14E-06,-104.0178739,40.28909253,0.444976712,0.000169621,-0.0075985,0,14849995.29,2518.86908,0.981097766,0.029666367,5895.501044,0.01464697,1740.182113,25.00759888,6.42E-06,-294.9461208,95.33173284,0.648070162,0.000134868,-0.017735206,0,24747256.38,3337.619434,0.706818859,0.057188489,7414.642943,0.003955533,1651.111494,25.00759888,7.07E-06,-466.4156762,174.8287409,0.860064814,0.000113773,-0.027360306,0,34643123.36,3941.463315,0.561638576,0.099560594,8789.406522,0.005727652,1614.091817,25.00759888,6.39E-06,-638.3413966,221.4605076,1.061260062,0.00010295,-0.025902452,0,44539713.46,4585.346142,0.453087649,0.119548299,9713.489905,0.023320436,1621.404043,25.00759888,5.80E-06,-824.442734,258.3040795,1.314677552,9.34E-05,-0.017793025,0,54436104.3,5082.322925,0.388853813,0.128446654,10710.87082,0.015779644,1554.775576,25.00759888,6.17E-06,-966.2447082,336.0390282,1.593767298,8.78E-05,-0.017110026,0,64333051.67,5650.751544,0.336295555,0.256554944,11384.86645,0.01992394,1508.053556,25.00759888,5.97E-06,-1107.609956,384.2325465
6439.495239,0.343689334,0.000316163,-0.002373238,0,4955144.809,1566.634077,1.423237406,-0.052817164,3162.924185,0.005719639,1840.828941,25.00707054,8.11E-06,-104.0016351,40.14283465,0.444461126,0.000169797,-0.006629712,0,14849993.95,2521.479489,0.980814163,0.029568361,5889.397086,0.012684025,1748.077319,25.00707054,6.60E-06,-296.2842913,97.94214144,0.648313572,0.000134863,-0.017570284,0,24747256.35,3337.495653,0.706913088,0.057157583,7414.917927,0.003734562,1651.229169,25.00707054,7.06E-06,-466.4489178,174.7049602,0.860328124,0.000113819,-0.027844364,0,34643126.28,3943.059967,0.561548739,0.099573135,8785.848191,0.005929707,1606.726895,25.00707054,6.44E-06,-635.4287156,223.0571596,1.061201662,0.000103032,-0.031023189,0,44539722.98,4589.028499,0.452866044,0.119528961,9705.69762,0.020999506,1602.695573,25.00707054,5.88E-06,-814.9299521,261.9864357,1.314285683,9.33E-05,-0.017364715,0,54436105.1,5078.097229,0.389968406,0.128221431,10719.78394,0.016043552,1553.479308,25.00707054,6.10E-06,-965.4391182,331.8133331,1.594650737,8.77E-05,-0.009447559,0,64333028.63,5643.589674,0.334516404,0.257617149,11399.31008,0.019298083,1539.420917,25.00707054,5.86E-06,-1130.648131,377.0706765
